CC_Pop,avg_nuclei,rerun16,Sample_ID,HEXTag,DECTag,DPH,Sex,FLeng_mm,TLeng_mm,mass_g,K,SGR,DNA_pg,Celltype,Smear_Pop,Smr_samp,Diam_um,avg_volume_um3,avg_volume_uL,avg_surface_um2,SAVratio,Event_,n_CC,avg_allTLmm,allTL_sd,allTL_max,allTL_min,avg_allFLmm,allFL_sd,allFL_max,allFL_min,avg_allg,allg_sd,allg_max,allg_min,avg_allk,allK_sd,allK_max,allK_min,avg_allsgr,allsgr_sd,allsgr_max,allsgr_min,avg_allploidy,allploid_sd,allploid_max,allploid_min,avg_8ploidy,max_ploid,min_ploid,sd_ploid,avg_NDiam,sd_NDiam,min_NDiam,max_NDiam,avg_CDiam,sd_CDiam,min_CDiam,max_CDiam,avg_SCDiam,sd_SCDiam,min_SCDiam,max_SCDiam,avg_SNDiam,sd_SNDiam,min_SNDiam,max_SNDiam,n_smear,avg_Nvol_um3,sd_Nvol_um3,min_Nvol_um3,max_Nvol_um3,avg_Cvol_um3,sd_Cvol_um3,min_Cvol_um3,max_Cvol_um3,avg_Nvol_uL,sd_Nvol_uL,min_Nvol_uL,max_Nvol_uL,avg_Cvol_uL,sd_Cvol_uL,min_Cvol_uL,max_Cvol_uL,avg_Nsurf_um2,sd_Nsurf_um2,min_Nsurf_um2,max_Nsurf_um2,avg_Csurf_um2,sd_Csurf_um2,min_Csurf_um2,max_Csurf_um2,avg_CSAV,sd_CSAV,min_CSAV,max_CSAV,avg_NSAV,sd_NSAV,min_NSAV,max_NSAV
PDB,49.6247,,342,,,,,740,833,3100,0.536323331,,,avg_nuclei,UMMay,C65,13.64065,500.320482,5.0032E-07,89.66691833,0.179218964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PDB,48.4069,,343,,,,,652,753,3000,0.702645592,,,avg_nuclei,UMMay,A,15.1929475,683.338892,6.83339E-07,110.5935142,0.161842851,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PDB,48.4069,,344,,,,,773,870,3450,0.523915609,,,avg_nuclei,UMMay,E,14.75645,564.0871376,5.64087E-07,99.02722611,0.175553065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PDB,48.4069,,345,,,,,940,1062,6400,0.534326143,,,avg_nuclei,UMMay,G,15.20025,576.7147408,5.76715E-07,101.6240413,0.176211971,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PDB,48.4069,,346,,,,,680,777,3100,0.660843522,,,avg_nuclei,UMMay,H,14.85343,598.7498049,5.9875E-07,102.3591426,0.170954782,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PDB,48.4069,,350,,,,,950,1067,6300,0.518617648,,,avg_nuclei,UMMay,I,16.315,906.0553564,9.06055E-07,131.9658245,0.145648744,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PDB,49.0158,,351,,,,,1110,1235,11100,0.589280549,,,avg_nuclei,UMMay,L,15.52898,568.3439613,5.68344E-07,101.9688827,0.179414034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PDB,48.4069,,352,,,,,1060,1175,8500,0.523968677,,,avg_nuclei,UMMay,M,15.28823,707.444519,7.07445E-07,112.8795754,0.159559615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PDB,48.4069,,353,,,,,790,890,4500,0.638325941,,,avg_nuclei,UMMay,O,15.08723,649.7926935,6.49793E-07,107.4688836,0.165389492,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PDB,49.0158,,354,,,,,800,895,4850,0.676507526,,,avg_nuclei,UMMay,S,14.63623,661.3569187,6.61357E-07,106.7881674,0.161468285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PDB,47.79803333,,355,,,,,1000,1210,10659,0.601672762,,,avg_nuclei,UMMay,T,15.80403,798.3130433,7.98313E-07,121.9161123,0.152717175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PDB,47.79803333,,356,,,,,780,875,4250,0.634402332,,,avg_nuclei,UMMay,V,15.4964,712.8920003,7.12892E-07,114.0821901,0.160027311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PDB,48.4069,,357,,,,,930,1090,6650,0.513502014,,,avg_nuclei,UMMay,X,18.31213,1310.26481,1.31026E-06,168.1278039,0.128315897,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PDB,48.40693333,,358***,,,,,1120,1233,9979,0.532350655,,,avg_shortN,UMMay,B2,8.44795,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PDB,49.01583333,,359,,,,,791,892,3450,0.486098781,,,avg_shortN,UMMay,B3,9.096925,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PDB,46.5803,,360,,,,,1030,1120,7711,0.548853749,,,avg_shortN,UMMay,B9,9.330725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PDB,48.4069,,361,,,,,750,873,3550,0.533562897,,,avg_shortN,UMMay,B10,9.359525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PDB,48.4069,,363,,,,,757,862,4000,0.62450827,,,avg_shortN,UMMay,B11,9.16445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PDB,47.18916667,,364,,,,,967,1065,6400,0.529823419,,,avg_shortN,UMMay,B16,8.566725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PDB,48.4069,,365,,,,,1045,1177,10400,0.637828544,,,avg_shortN,UMMay,B17,8.969475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PDB,48.4069,,366,,,,,790,1897,4500,0.065918986,,,avg_shortN,UMMay,B21,9.122075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PDB,48.4069,,367,,,,,958,1082,7500,0.592078759,,,avg_shortN,UMMay,B22,9.14875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PDB,46.5803,,368,,,,,757,845,4500,0.74583436,,,avg_shortN,UMMay,B23,8.47105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PDB,48.4069,,369,,,,,955,1100,7500,0.563486101,,,avg_shortN,UMMay,B29,8.3077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PDB,49.6247,,371,,,,,1015,1120,7900,0.562306396,,,avg_shortN,UMMay,B30,9.259975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PDB,47.18916667,,373,,,,,885,987,5600,0.582420388,,,avg_shortN,UMMay,B40,9.370775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PDB,47.79803333,,374,,,,,1130,1262,16783,0.835009718,,,avg_shortN,UMMay,B42,9.155275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PDB,48.4069,,375,,,,,695,792,3000,0.603873136,,,avg_shortN,UMMay,C61,8.1445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PDB,47.79803333,,377,,,,,872,973,5000,0.542789557,,,avg_shortN,UMMay,C64,8.330225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PDB,48.4069,,380,,,,,980,1070,7500,0.612223408,,,avg_shortN,UMMay,C65,8.36965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PDB,47.79803333,,381,,,,,850,950,5100,0.594838898,,,avg_shortN,UMMay,A,9.26825,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PDB,46.5803,,382,,,,,838,950,4950,0.577343636,,,avg_shortN,UMMay,E,8.544425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PDB,45.3625,,383,,,,,835,945,5450,0.645804515,,,avg_shortN,UMMay,G,8.512475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PDB,47.18916667,,384,,,,,800,985,6000,0.627830715,,,avg_shortN,UMMay,H,8.77425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PDB,47.79803333,,385,,,,,1000,1200,9299,0.538136574,,,avg_shortN,UMMay,I,10.29875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PDB,47.79803333,,386,,,,,1040,1170,8618,0.538082546,,,avg_shortN,UMMay,L,8.36055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PDB,47.18916667,,387,,,,,1322,1440,20412,0.68359375,,,avg_shortN,UMMay,M,9.400875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PDB,47.79803333,,388,,,,,1000,1125,6165,0.432987654,,,avg_shortN,UMMay,O,9.0695,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PDB,47.79803333,,389,,,,,800,905,5450,0.735276633,,,avg_shortN,UMMay,S,9.28975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PDB,46.5803,,390,,,,,850,955,5450,0.62572915,,,avg_shortN,UMMay,T,9.822078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PDB,47.79803333,,391,,,,,1070,1182,9000,0.54499194,,,avg_shortN,UMMay,V,9.3734,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PDB,46.5803,,392,,,,,791,883,4050,0.588264868,,,avg_shortN,UMMay,X,11.6899,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PDB,47.79803333,,394,,,,,918,1015,6200,0.592916536,,,avg_shortC,UMMay,B2,20.2464,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PDB,48.4069,,395,,,,M,1025,1090,9800,0.75673981,,,avg_shortC,UMMay,B3,21.53453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PDB,46.5803,,396,,,,,930,1041,5700,0.505269016,,,avg_shortC,UMMay,B9,23.20193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PDB,46.58026667,,397,,,,,1043,1155,9300,0.603582995,,,avg_shortC,UMMay,B10,22.35648,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PDB,45.3625,,398,,,,,831,937,4500,0.54700808,,,avg_shortC,UMMay,B11,20.02995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PDB,46.5803,,399,,,,,1202,1320,18144,0.788880541,,,avg_shortC,UMMay,B16,21.63578,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PDB,46.5803,,401,,,,,1050,1160,10206,0.653855222,,,avg_shortC,UMMay,B17,22.24708,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PDB,47.79803333,,403,,,,,815,922,4400,0.561383848,,,avg_shortC,UMMay,B21,22.3417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PDB,47.18916667,,404,,,,,1010,1250,10433,0.5341696,,,avg_shortC,UMMay,B22,22.67258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PDB,49.0158,,405,,,,,750,861,4100,0.642353955,,,avg_shortC,UMMay,B23,20.9945,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PDB,47.18916667,,406,,,,,693,790,3200,0.649035877,,,avg_shortC,UMMay,B29,21.02645,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PDB,48.4069,,407,,,,,780,890,4000,0.567400836,,,avg_shortC,UMMay,B30,21.89143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PDB,48.4069,,408,,,,,705,795,3500,0.696573035,,,avg_shortC,UMMay,B40,22.53328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PDB,47.79803333,,409,,,,,760,846,4000,0.660615717,,,avg_shortC,UMMay,B42,20.26675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PDB,48.4069,,410,,,,F,1115,1223,10200,0.557597478,,,avg_shortC,UMMay,C61,17.99065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PDB,48.4069,,411,,,,,1040,1140,7711,0.520470536,,,avg_shortC,UMMay,C64,19.7642,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PDB,46.5803,,413,,,,,822,930,4250,0.528372352,,,avg_shortC,UMMay,C65,18.89975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PDB,48.4069,,414,,,,,1090,1121,9500,0.674383238,,,avg_shortC,UMMay,A,22.667175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PDB,47.79803333,,415,,,,,1140,1273,19051,0.923490785,,,avg_shortC,UMMay,E,21.28248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PDB,48.4069,,416,,,,,1090,1211,14969,0.842869539,,,avg_shortC,UMMay,G,22.5565,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PDB,47.79803333,,417,,,,,715,813,3500,0.651322989,,,avg_shortC,UMMay,H,21.3196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PDB,46.5803,,419,,,,,810,910,4350,0.577251513,,,avg_shortC,UMMay,I,23.77898,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PDB,48.4069,,420,,,,,892,997,5150,0.51966295,,,avg_shortC,UMMay,L,20.51145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PDB,46.5803,,422,,,,,735,825,3320,0.591256922,,,avg_shortC,UMMay,M,20.77603,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PDB,69.71816667,,423,,,,,790,881,4000,0.584968211,,,avg_shortC,UMMay,O,21.3682,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PDB,47.79803333,,424,,,,,760,862,4150,0.64792733,,,avg_shortC,UMMay,S,22.18998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PDB,49.0158,,425,,,,,842,932,4650,0.574387812,,,avg_shortC,UMMay,T,21.0496,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PDB,45.9714,,426,,,,,922,1025,6000,0.557159647,,,avg_shortC,UMMay,V,22.69913,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PDB,47.18916667,,427,,,,,860,970,6100,0.668366436,,,avg_shortC,UMMay,X,24.57553,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PDB,48.4069,,430,,,,,730,810,3350,0.630361602,,,avg_shortN,PDB,312,8.608825,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PDB,47.18916667,,431,,,,,724,823,3100,0.5561119,,,avg_shortN,PDB,313,8.974175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PDB,47.18916667,,432,,,,,780,874,4450,0.666539226,,,avg_shortN,PDB,323,8.7138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PDB,46.5803,,433,,,,,1070,1136,9000,0.613913969,,,avg_shortN,PDB,325,9.079125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PDB,50.8425,,435,,,,,1151,1280,11793,0.562334061,,,avg_shortN,PDB,326,8.726225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PDB,47.79803333,,436,,,,,870,982,6500,0.686402558,,,avg_shortN,PDB,327,9.646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PDB,48.4069,,437,,,,,740,830,4000,0.6995612,,,avg_shortN,PDB,329,9.277275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PDB,46.5803,,438,,,,,870,955,5350,0.614247881,,,avg_shortN,PDB,330,9.306925,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PDB,48.4069,,440,,,,,952,1060,6500,0.545752534,,,avg_shortN,PDB,331,9.6411,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PDB,47.18916667,,441,,,,,1000,1133,8000,0.550047579,,,avg_shortN,PDB,332,8.204975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PDB,47.79803333,,442,,,,,786,903,4500,0.611152036,,,avg_shortN,PDB,333,8.6741,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PDB,46.5803,,443,,,,,800,905,4550,0.613854804,,,avg_shortN,PDB,334,9.0028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PDB,47.18916667,,444,,,,,810,910,5220,0.692701816,,,avg_shortN,PDB,335,7.88805,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PDB,47.18916667,,445,,,,,1201,1330,19505,0.829069678,,,avg_shortN,PDB,336,9.077125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PDB,46.5803,,446,,,,,1073,1120,11113,0.791001389,,,avg_shortN,PDB,338,9.51655,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PDB,46.5803,,447,,,,,1080,1181,12701,0.771060087,,,avg_shortN,PDB,339,8.855978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PDB,47.18916667,,448,,,,,990,1081,10433,0.825908861,,,avg_shortN,PDB,340,8.187575,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PDB,46.5803,,449,,,,,1030,1150,8618,0.566647489,,,avg_shortN,PDB,341,9.782925,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PDB,48.4069,,450,,,,,1217,1355,21772,0.875145855,,,avg_shortN,PDB,342,9.222925,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PDB,46.5803,,451,,,,,1065,1185,8300,0.498796091,,,avg_shortN,PDB,343,10.60833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PDB,46.5803,,452,,,,M,1025,1100,7500,0.563486101,,,avg_shortN,PDB,344,8.916575,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PDB,46.5803,,357,,,,,930,1090,6650,0.513502014,,,avg_shortN,PDB,345,8.579375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PDB,46.5803,,418,,,,,1000,1122,6300,0.446027852,,,avg_shortN,PDB,346,7.588175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PDB,48.40693333,,421,,,,,880,992,5000,0.512194591,,,avg_shortN,PDB,350,7.73765,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GRH_LR,52.0603,,LR1,384.0A0303924D,900.043000238669,,,210,246,55.1,0.370123174,,,avg_shortN,PDB,351,9.527875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
